# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,stats_dat_hash,trade_number,attributed_by
enemies_you_ignite_take_chaos_damage_from_ignite_instead,2406959572,2714810050,export
enemies_you_ignite_wither_does_not_expire,3406287991,279110104,export
enemies_you_intimidate_have_stun_duration_on_self_+%,2184339566,1919892065,export
enemies_you_maim_have_damage_taken_over_time_+%,2712907733,2745149002,export
enemies_you_shock_cast_speed_+%,1106466219,4107150355,export
enemies_you_shock_movement_speed_+%,87323361,3134790305,export
enemies_you_unnerve_have_enemy_spell_critical_strike_chance_+%_against_self,1755706505,2090693207,export
enemies_you_wither_have_all_resistances_%,3105491919,1032614900,export
enemy_additional_critical_strike_chance_against_self,2073156673,4152537231,export
enemy_critical_strike_chance_+%_against_self_20_times_value,3597208710,165218607,export+pob
enemy_evasion_+%_if_you_have_hit_them_recently,2940383134,1773891268,export
enemy_extra_damage_rolls_if_magic_ring_equipped,1596482391,2510276385,export
enemy_extra_damage_rolls_when_on_full_life,588847004,3629143471,export
enemy_extra_damage_rolls_when_on_low_life,440306847,3753748365,export
enemy_extra_damage_rolls_while_affected_by_vulnerability,988739704,2758554648,export
enemy_hits_%_chance_to_treat_elemental_resistances_as_90%,1422372338,204458505,export
enemy_knockback_direction_is_reversed,3738296235,281201999,export
enemy_life_leech_from_any_damage_permyriad_while_focused,2493506543,497196601,export
enemy_life_leech_from_chaos_damage_permyriad,1517903523,334180828,export
enemy_life_leech_from_cold_damage_permyriad,2724495491,3271464175,export
enemy_life_leech_from_fire_damage_permyriad,1149625173,45548764,export
enemy_life_leech_from_lightning_damage_permyriad,3110015432,3925004212,export
enemy_life_leech_from_physical_attack_damage_permyriad,3003126163,2693705594,export
enemy_life_leech_from_physical_damage_permyriad,2307070345,3423022686,export
enemy_life_regeneration_rate_+%_for_4_seconds_on_hit,2929974309,3903907406,export
enemy_mana_leech_from_physical_attack_damage_permyriad,4122197884,407390981,export
enemy_phys_reduction_%_penalty_vs_hit,4172382769,2495041954,export
enemy_physical_damage_%_as_extra_fire_vs_you,2417157730,248982637,export
enemy_shock_on_kill,1333598243,209387074,export
enemy_zero_elemental_resistance_when_hit,4207078154,3714446071,export
energy_shield_%_gained_on_block,2701034546,1606263610,export
energy_shield_%_of_armour_rating_gained_on_block,2904766048,3681057026,export
energy_shield_%_of_evasion_rating_gained_on_block,3606858779,3495989808,export
energy_shield_+%_per_10_strength,441675181,506942497,export
energy_shield_+%_per_power_charge,352367065,2189382346,export
energy_shield_+1%_per_X_strength_when_in_off_hand_from_foulborn_doon_cuebiyari,3002432539,699783004,export
energy_shield_additive_modifiers_instead_apply_to_ward,2599547488,4100175081,export
energy_shield_degeneration_%_per_minute_not_in_grace,3007028198,761102773,export
energy_shield_delay_-%,2634502713,1782086450,export
energy_shield_delay_-%_while_affected_by_discipline,21827313,1016185292,export
energy_shield_delay_during_flask_effect_-%,1909965115,1912660783,export
energy_shield_from_gloves_and_boots_+%,1683032214,1234687045,export
energy_shield_gain_per_target,3805310778,211381198,export
energy_shield_gain_per_target_hit_while_affected_by_discipline,674285254,3765507527,export
energy_shield_gain_when_you_hit_enemy_affected_by_spiders_web,3441675907,549215295,export
energy_shield_gained_on_block,602588051,450695450,export
energy_shield_gained_on_enemy_death_per_level,2493320956,294153754,export
energy_shield_increased_by_chaos_resistance,2078096334,1301612627,export
energy_shield_leech_from_any_damage_permyriad,3083333415,4201339891,export
energy_shield_leech_from_attacks_does_not_stop_on_full_energy_shield,1868275231,1004885987,export
energy_shield_leech_from_lightning_damage_permyriad_while_affected_by_wrath,3105239409,121436064,export
energy_shield_leech_from_spell_damage_permyriad_per_curse_on_enemy,1104088189,3734213780,export
energy_shield_leech_permyriad_vs_frozen_enemies,2899969597,4091709362,export
energy_shield_lost_per_minute_%,2000788134,2350411833,export
energy_shield_per_level,233146720,3864993324,export
energy_shield_recharge_rate_+%,1767848875,2339757871,export
energy_shield_recharge_rate_during_flask_effect_+%,153450818,1827657795,export
energy_shield_recharge_rate_per_minute_with_all_corrupted_equipped_items,2570013250,4156715241,export
energy_shield_recharges_on_block_%,4104245147,762154651,export
energy_shield_recharges_on_kill_%,113732949,1618482990,export
energy_shield_recharges_on_skill_use_chance_%,143246509,3853996752,export
energy_shield_recharges_on_suppress_%,2197104332,3410306164,export
energy_shield_recovery_rate_+%,679395683,988575597,export
energy_shield_recovery_rate_+%_if_havent_killed_recently,3184269428,2698606393,export
energy_shield_recovery_rate_while_affected_by_discipline_+%,3659061824,80470845,export
energy_shield_regeneration_%_per_minute_while_shocked,3526107584,1700808530,export
energy_shield_regeneration_rate_per_minute_%_if_consumed_corpse_recently,1179772913,2160190507,export
energy_shield_regeneration_rate_per_minute_%_if_you_have_hit_an_enemy_recently,2254898269,588560583,export
energy_shield_regeneration_rate_per_minute_%_while_affected_by_discipline,2159399595,991194404,export
energy_shield_regeneration_rate_per_minute_%_while_on_low_life,3246215727,115109959,export
energy_shield_regeneration_rate_per_minute_if_rare_or_unique_enemy_nearby,3088467650,2238019079,export
energy_shield_regeneration_rate_per_minute_per_poison_stack,1260515760,948687156,export
energy_shield_regeneration_rate_per_second,99015063,2561836520,export+pob
enfeeble_curse_effect_+%,2458200149,3293830776,export
enfeeble_duration_+%,814839670,516587640,export
enfeeble_no_reservation,2106225456,56919069,export
ensnaring_arrow_area_of_effect_+%,3952091805,2791271819,export
ensnaring_arrow_debuff_effect_+%,3766618769,1405738574,export
envy_reserves_no_mana,4258356239,2503479316,export
ephemeral_edge_maximum_lightning_damage_from_es_%,1272609221,973269941,export
essence_display_elemental_damage_taken_while_not_moving_+%,3592374684,3859593448,export
essence_drain_damage_+%,1886593889,3469967347,export
ethereal_knives_damage_+%,2763262973,3514973342,export
ethereal_knives_projectile_base_number_of_targets_to_pierce,106926319,4264622444,export
ethereal_knives_projectile_speed_+%,2123199576,760994068,export
ethereal_knives_projectiles_nova,1643885465,3491968196,export
evasion_+%_if_hit_recently,1315804247,1073310669,export
evasion_+%_per_10_intelligence,396411115,810772344,export
evasion_and_physical_damage_reduction_rating_+%,2593408401,3366029652,export
evasion_rating_%_as_life_regeneration_per_minute_during_focus,519274323,3244118730,export
evasion_rating_+%,3881566537,2106365538,export
evasion_rating_+%_during_focus,2829657284,3839620417,export
evasion_rating_+%_if_have_cast_dash_recently,2495527326,237513297,export
evasion_rating_+%_per_500_maximum_mana,267352699,3147253569,export
evasion_rating_+%_per_frenzy_charge,222133344,660404777,export
evasion_rating_+%_when_on_full_life,535252514,88817332,export
evasion_rating_+%_when_on_low_life,3604941689,2695354435,export
evasion_rating_+%_while_moving,2948507899,734823525,export
evasion_rating_+%_while_onslaught_is_active,1009478280,156734303,export
evasion_rating_+%_while_phasing,3622840221,402176724,export
evasion_rating_+_if_you_have_hit_an_enemy_recently,4167933687,2935548106,export
evasion_rating_+_per_10_player_life,440465714,3637775205,export
evasion_rating_+_per_1_helmet_energy_shield,936383736,1144937587,export
evasion_rating_+_per_5_maximum_energy_shield_on_shield,1097768081,1115914670,export
evasion_rating_+_when_on_full_life,864954669,4082111882,export
evasion_rating_+_when_on_low_life,256449878,3470876581,export
evasion_rating_+_while_phasing,2060979857,3169671355,export
evasion_rating_from_helmet_and_boots_+%,1990968373,623823763,export
evasion_rating_increased_by_overcapped_cold_resistance,3247258061,2358015838,export
evasion_rating_plus_in_sand_stance,3003034238,1922061483,export
excommunicate_on_melee_attack_hit_for_X_ms,1426811617,2765129230,export
exerted_attack_knockback_chance_%,1425190954,1634061592,export
expanding_fire_cone_additional_maximum_number_of_stages,2294770324,3867484047,export
expanding_fire_cone_area_of_effect_+%,3715651388,2562208244,export
expedition_monsters_logbook_chance_+%,3993586264,1083387327,export
experience_gain_+%,3581236925,3666934677,export
explode_burning_enemies_for_10%_life_as_fire_on_kill_chance_%,1156635558,1617268696,export
explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%,2454941011,1763939859,export
explode_enemies_for_10%_life_as_physical_on_kill_chance_%,1666164791,3295179224,export
explode_enemies_for_10%_life_as_physical_on_kill_chance_%_while_using_pride,412712179,1961516633,export
explode_enemies_for_25%_life_as_chaos_on_kill_chance_%,2212913073,1776945532,export
explode_enemies_for_25%_life_as_chaos_on_kill_while_affected_by_glorious_madness_chance_%,3625547420,2780297117,export
explode_enemies_for_500%_life_as_fire_on_kill_%_chance,1092319260,215242678,export
explode_on_kill_%_fire_damage_to_deal,3295429207,3457687358,export
exploding_toad_trigger_%_chance_from_unique,2289916574,764329137,export
explosive_arrow_attack_speed_+%,3367826135,3949159285,export
explosive_arrow_damage_+%,2942020216,3628984170,export
explosive_arrow_duration_+%,1280410543,3590425794,export
explosive_arrow_radius_+%,1969263453,1041365824,export
explosive_concoction_damage_+%,1067243836,383710904,export
explosive_concoction_flask_charges_consumed_+%,3956186179,1907051864,export
explosive_concoction_skill_area_of_effect_+%,363500241,4100281103,export
exposure_you_inflict_applies_extra_%_to_affected_resistance,2182696964,3306713700,export
exsanguinate_additional_chain_chance_%,3258654315,2304517189,export
exsanguinate_damage_+%,961359983,2259734653,export
exsanguinate_duration_+%,3112946772,292721070,export
extinguish_on_hit_%_chance,1144356371,49183689,export
extra_chaos_damage_rolls,613153197,2678511347,export
extra_critical_rolls_during_focus,3710702893,1349659520,export
extra_critical_rolls_while_on_low_life,3970925222,2706122133,export
extra_damage_rolls_with_cold_damage_if_have_suppressed_spell_damage_recently,4260221495,3810337989,export
extra_damage_rolls_with_fire_damage_if_have_blocked_attack_recently,167153633,3601177816,export
extra_damage_rolls_with_lightning_damage_if_have_blocked_spell_recently,3631397244,1327356547,export
extra_damage_rolls_with_lightning_damage_on_non_critical_hits,2479876313,1430928642,export
extra_damage_taken_from_crit_+%_from_poisoned_enemy,1215932286,2070361501,export
extra_damage_taken_from_crit_+%_while_affected_by_determination,1391813324,68410701,export
extra_damage_taken_from_crit_-%_if_taken_critical_strike_recently,2887919037,2047590583,export
extra_damage_taken_from_crit_while_no_power_charges_+%,398162371,3544527742,export
extra_gore,877817885,3403461239,export
extreme_luck_unluck,3728343089,675784826,export
eye_of_winter_damage_+%,1465442819,1015388938,export
eye_of_winter_projectile_speed_+%,1519788837,1739537617,export
eye_of_winter_spiral_fire_frequency_+%,3240938923,173612563,export
faster_bleed_%,334579806,3828375170,export
faster_bleed_per_frenzy_charge_%,4035725234,1670470989,export
faster_burn_%,451038134,2443492284,export
faster_burn_from_attacks_%,2067712392,1420236871,export
faster_poison_%,1146718390,2907156609,export
fire_and_chaos_damage_resistance_%,96372388,378817135,export
fire_and_cold_damage_resistance_%,667897584,2915988346,export
fire_and_cold_hit_and_dot_damage_%_taken_as_lightning_while_affected_by_purity_of_lightning,2123774429,3953667743,export
fire_and_lightning_damage_resistance_%,530576799,3441501978,export
fire_and_lightning_hit_and_dot_damage_%_taken_as_cold_while_affected_by_purity_of_ice,1581041340,2189467271,export
fire_beam_cast_speed_+%,583361137,3279758713,export
fire_beam_damage_+%,4030366920,3395096718,export
fire_beam_length_+%,1817831577,702909553,export
fire_critical_strike_chance_+%,852659029,1104796138,export
fire_critical_strike_multiplier_+,2866995055,2307547323,export
fire_damage_%_to_add_as_chaos,2594087885,1599775597,export
fire_damage_%_to_add_as_chaos_per_endurance_charge,1973904369,1109745356,export
fire_damage_+%,191057191,3962278098,export
fire_damage_+%_if_you_have_used_a_cold_skill_recently,3171666187,4167600809,export
fire_damage_+%_per_20_strength,3907874224,2241902512,export
fire_damage_+%_per_fire_resistance_above_75,2614062092,3013187834,export
fire_damage_+%_per_missing_fire_resistance,3160734285,1060236362,export
fire_damage_+%_to_blinded_enemies,2826927423,1601181226,export
fire_damage_+%_vs_bleeding_enemies,1908897562,3703926412,export
fire_damage_+%_while_affected_by_anger,3548377362,3337107517,export
fire_damage_+%_while_affected_by_herald_of_ash,2639093817,2775776604,export
fire_damage_can_shock,3636191125,932096321,export
fire_damage_over_time_multiplier_+_with_attacks,236846281,2139660169,export
fire_damage_resistance_%_when_on_low_life,1034114971,38301299,export
fire_damage_resistance_%_while_affected_by_herald_of_ash,558919458,2675641469,export
fire_damage_resistance_+%,2642097784,1680060098,export
fire_damage_resistance_is_%,94443176,763311546,export
fire_damage_taken_%_as_cold,1444564680,2522672898,export
fire_damage_taken_%_as_lightning,3391661748,1504091975,export
fire_damage_taken_+,338745639,614758785,export
fire_damage_taken_+%,4160815765,3743301799,export
fire_damage_taken_+_per_toxicity_from_tincture,36347331,1483305963,pob
fire_damage_taken_goes_to_life_over_4_seconds_%,557659374,1742651309,export
fire_damage_taken_per_minute_per_endurance_charge_if_you_have_been_hit_recently,1103690435,1920234902,export
fire_damage_taken_per_second_while_flame_touched,1911748504,3511992942,export
fire_damage_taken_when_enemy_ignited,3795000713,2518598473,export
fire_damage_to_return_on_block,3467103534,3815724042,export
fire_damage_to_return_to_melee_attacker,919986609,1757945818,export
fire_damage_with_attack_skills_+%,3286507704,2468413380,export
fire_damage_with_spell_skills_+%,369006541,361162316,export
fire_dot_multiplier_+,1098737726,3382807662,export
fire_dot_multiplier_+_per_rage,3358917021,3947934765,export
fire_exposure_on_hit_magnitude,4048923670,1309840354,export
