# generated by scripts/base-taxonomy.py from poe1/data/base_items.json and item_classes.json @ e2bd511a, ../trade-query/data/items-2026-09-12.json and filters-2026-09-12.json, the item-facts raw stores (local)
name,item_class,class_name,export_category,release_state,domain,tags,trade_coarse_by_name,trade_id_predicted,basis,corpus_items,corpus_frames
Fortify Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,36,Gem:36
Fortress Map,Map,Maps,Map,released,area,not_for_sale cannot_be_twinned dungeon indoors_area map_force_6_mods map default,,map,class,0,
Fossilised Delirium Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,affliction_orb currency default,currency,currency,class,1,Currency:1
Fossilised Incubator,Incubator,Incubators,Incubator,released,undefined,default,currency,currency.incubator,class,2,Currency:2
Fossilised Spirit Shield,Shield,Shields,Shield,released,item,int_armour focus focus_can_roll_minion_modifiers top_tier_base_item_type shield armour default,armour,armour.shield,class,21,Rare:19 Normal:1 Unique:1
Foul Hand,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Foul Staff,Warstaff,Warstaves,Staff,released,item,warstaff staff attack_staff two_hand_weapon twohand weapon default,weapon,weapon.warstaff,class,5,Rare:3 Magic:1 Normal:1
Foulborn Exalted Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Foulborn Orb of Augmentation,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Foulborn Regal Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Foulgrasp Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Foundry Bow,Bow,Bows,Bow,released,item,not_for_sale experimental_base bow ranged two_hand_weapon twohand weapon default,weapon,weapon.bow,class,0,
Foundry Map,Map,Maps,Map,released,area,not_for_sale can_be_infected_map temple indoors_area map default,,map,class,0,
Foxhide Sole,HeistEquipmentTool,Heist Tools,Heist Tool,released,heist_npc,heist_equipment_agility heist_equipment_tool heist_equipment default,heistequipment,heistequipment.heisttool,class,0,
Fractured Fossil,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency.fossil,class + name rule,1,Currency:1
Fracturing Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,extreme_tier_currency currency default,currency,currency,class,2,Currency:2
Fracturing Shard,StackableCurrency,Stackable Currency,Currency,released,undefined,currency_shard currency default,currency,currency,class,2,Currency:2
Fragment of Constriction,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Fragment of Emptiness,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,3,Normal:3
Fragment of Enslavement,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Fragment of Eradication,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Fragment of Knowledge,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Fragment of Purification,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,3,Normal:3
Fragment of Shape,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Fragment of Terror,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Fragment of the Chimera,MapFragment,Map Fragments,Map Fragment,released,map_device,default,map,map.fragment,class,2,Normal:2
Fragment of the Hydra,MapFragment,Map Fragments,Map Fragment,released,map_device,default,map,map.fragment,class,2,Normal:2
Fragment of the Minotaur,MapFragment,Map Fragments,Map Fragment,released,map_device,default,map,map.fragment,class,2,Normal:2
Fragment of the Phoenix,MapFragment,Map Fragments,Map Fragment,released,map_device,default,map,map.fragment,class,2,Normal:2
Fragmentation Scroll,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Fragmented Delirium Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,affliction_orb currency default,currency,currency,class,2,Currency:2
Fragmented Incubator,Incubator,Incubators,Incubator,released,undefined,default,currency,currency.incubator,class,6,Currency:6
Fragmenting Arrowhead,HeistEquipmentWeapon,Heist Gear,Heist Gear,released,heist_npc,heist_equipment_weapon heist_equipment_ranged heist_equipment default,heistequipment,heistequipment.heistweapon,class,5,Normal:3 Rare:2
Freezing Pulse,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,15,Gem:15
Freezing Tulgraft,RemovedItem,,,released,brequel_graft,graft graft_tul graft_tul_ice_mortars graft_damaging_skill default,graft,graft,class,0,
Frenzy,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,19,Gem:19
Fresh Meat Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,3,Gem:3
Friendship,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination unique_jewellery_divination boss_drop_card divination_card default,card,card,class,2,DivinationCard:2
Fright Claw,Claw,Claws,Claw,released,item,claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,5,Unique:4 Rare:1
Fright Maul,Two Hand Mace,Two Hand Maces,Two Hand Mace,released,item,mace two_hand_weapon twohand weapon default,weapon,weapon.twomace,class,0,
Frigid Bond Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,1,Gem:1
Frigid Fossil,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency.fossil,class + name rule,2,Currency:2
From Bone to Ashes,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination corrupted_divination unique_corrupted_divination unique_weapon_divination divination_card default,card,card,class,2,DivinationCard:2
Frontier Leather,Body Armour,Body Armours,Body Armour,released,item,dex_armour body_armour armour default,armour,armour.chest,class,0,
Frost Blades,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,12,Gem:12
Frost Bomb,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,27,Gem:27
Frost Hellion Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,0,
Frost Shield,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,13,Gem:13
Frost Wall,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,11,Gem:11
Frostbite,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,21,Gem:21
Frostblink,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,47,Gem:47
Frostbolt,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,10,Gem:10
Frostmage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Frozen Cabins Map,Map,Maps,Map,released,area,not_for_sale cave indoors_area map default,,map,class,0,
Frozen Cannibal,ItemisedCorpse,Corpses,Corpse,released,undefined,itemisedcorpse_mid default,corpse,corpse,class,0,
Frozen Legion,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,7,Gem:7
Fruiting Astrolabe,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Fugitive Boots,Boots,Boots,Boots,released,item,not_for_sale atlas_base_type bootsatlasdexint dex_int_armour boots armour default,armour,armour.boots,class,10,Unique:5 Rare:3 Normal:2
Fugitive Ring,Ring,Rings,Ring,released,item,not_for_sale ring default,accessory,accessory.ring,class,1,Rare:1
Fulgurite Tincture,Tincture,Tinctures,Tincture,released,tincture,tincture default,tincture,tincture,class,0,
Full Chainmail,Body Armour,Body Armours,Body Armour,released,item,str_int_armour body_armour armour default,armour,armour.chest,class,0,
Full Dragonscale,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,4,Rare:3 Unique:1
Full Leather,Body Armour,Body Armours,Body Armour,released,item,dex_armour body_armour armour default,armour,armour.chest,class,0,
Full Plate,Body Armour,Body Armours,Body Armour,released,item,str_armour body_armour armour default,armour,armour.chest,class,1,Rare:1
Full Ringmail,Body Armour,Body Armours,Body Armour,released,item,str_int_armour body_armour armour default,armour,armour.chest,class,1,Rare:1
Full Scale Armour,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour body_armour armour default,armour,armour.chest,class,1,Rare:1
Full Wyrmscale,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour body_armour armour default,armour,armour.chest,class,7,Unique:4 Rare:3
Full Wyvernscale,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,1,Rare:1
Fumarole Tar,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Fundamental Fossil,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency.fossil,class + name rule,2,Currency:2
Fungal Astrolabe,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Fungal Hollow Map,Map,Maps,Map,released,area,forest not_for_sale old_map map default,,map,class,0,
Further Invention,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination boss_drop_card divination_card default,card,card,class,0,
Gale Crown,Helmet,Helmets,Helmet,released,item,dex_int_armour not_for_sale helmet armour default,armour,armour.helmet,class,0,
Galvanic Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,5,Gem:5
Galvanic Field,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,1,Gem:1
Gardens Map,Map,Maps,Map,released,area,forest swamp not_for_sale old_map map default,,map,class,0,
Gargantuan Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,0,
Gavel,One Hand Mace,One Hand Maces,One Hand Mace,released,item,mace one_hand_weapon onehand weapon default,weapon,weapon.basemace,class,14,Unique:14
Gemcutter's Incubator,Incubator,Incubators,Incubator,released,undefined,default,currency,currency.incubator,class,0,
Gemcutter's Mercy,DivinationCard,Divination Cards,Divination Card,released,undefined,gems_divination divination_card default,card,card,class,0,
Gemcutter's Prism,StackableCurrency,Stackable Currency,Currency,released,undefined,quality_currency mid_tier_currency currency default,currency,currency,class,4,Currency:4
Gemcutter's Promise,DivinationCard,Divination Cards,Divination Card,released,undefined,gems_divination gems_quality_divination divination_card default,card,card,class,2,DivinationCard:2
Gemcutters Lens,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Gemini Claw,Claw,Claws,Claw,released,item,not_for_sale maraketh claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,4,Rare:3 Normal:1
Gemstone Sword,One Hand Sword,One Hand Swords,One Hand Sword,released,item,sword one_hand_weapon onehand weapon default,weapon,weapon.basesword,class,2,Rare:2
General's Brigandine,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,7,Rare:7
General's Cry,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,6,Gem:6
General's Helmet,Helmet,Helmets,Helmet,released,item,str_armour top_tier_base_item_type not_for_sale helmet armour default,armour,armour.helmet,class,2,Rare:2
Generosity Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,13,Gem:13
Geode Map,Map,Maps,Map,released,area,cave mountain low_tier_map not_for_sale map default,,map,class,0,
Geodesic Ring,Ring,Rings,Ring,released,item,not_for_sale experimental_base ring default,accessory,accessory.ring,class,0,
Geomancer's Incubator,Incubator,Incubators,Incubator,released,undefined,default,currency,currency.incubator,class,2,Currency:2
Ghastly Eye Jewel,AbyssJewel,Abyss Jewels,Abyss Jewel,released,abyss_jewel,not_for_sale abyss_jewel_summoner abyss_jewel default,jewel,jewel.abyss,class,78,Rare:68 Magic:7 Unique:3
Ghetto Map,Map,Maps,Map,released,area,urban swamp not_for_sale old_map map default,,map,class,0,
Ghostflame Blade,One Hand Sword,One Hand Swords,One Hand Sword,released,item,not_for_sale sword one_hand_weapon onehand weapon default,weapon,weapon.basesword,class,0,
Giant Life Flask,LifeFlask,Life Flasks,Flask,released,flask,life_flask flask default,flask,flask,class,7,Magic:6 Normal:1
Giant Mana Flask,ManaFlask,Mana Flasks,Flask,released,flask,mana_flask flask default,flask,flask,class,6,Normal:5 Magic:1
Giantslayer Helmet,Helmet,Helmets,Helmet,released,item,str_armour top_tier_base_item_type not_for_sale helmet armour default,armour,armour.helmet,class,1,Rare:1
Gift of Asenath,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination unique_divination corrupted_divination unique_corrupted_divination unique_armour_divination divination_card default,card,card,class,1,DivinationCard:1
Gift of the Gemling Queen,DivinationCard,Divination Cards,Divination Card,released,undefined,gems_divination gems_levelled_divination divination_card default,card,card,class,2,DivinationCard:2
Gift to the Goddess,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,1,Normal:1
Gilded Abyss Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab abyss_scarab default,map,map.scarab,class + name rule,0,
Gilded Ambush Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab strongbox_scarab default,map,map.scarab,class + name rule,0,
Gilded Axe,Two Hand Axe,Two Hand Axes,Two Hand Axe,released,item,axe two_hand_weapon twohand weapon default,weapon,weapon.twoaxe,class,1,Rare:1
Gilded Bestiary Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab bestiary_scarab default,map,map.scarab,class + name rule,0,
Gilded Blight Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab blight_scarab default,map,map.scarab,class + name rule,0,
Gilded Breach Scarab,MapFragment,Map Fragments,Map Fragment,released,undefined,scarab breach_scarab default,map,map.scarab,class + name rule,0,
Gilded Buckler,Shield,Shields,Shield,released,item,dex_armour dex_shield shield armour default,armour,armour.shield,class,0,
