# generated by scripts/template-vs-translation.py from ../item-facts/data/mod-templates.csv and poe1/data/stat_translations.json @ e2bd511a
array,template,items,lines,match,n_entries,entry_ids,n_trade_ids,trade_ids,has_trade_ids,equipment_lines,gem_lines,other_lines
explicitMods,#% increased Damage with Poison per Frenzy Charge,8,8,exact,1,poison_damage_+%_per_frenzy_charge,1,explicit.stat_1221011086,yes,8,0,0
explicitMods,#% increased Duration of Cold Ailments,8,8,exact,1,cold_ailment_duration_+%,2,explicit.stat_3571964448 fractured.stat_3571964448,yes,1,7,0
explicitMods,#% increased Duration of Curses on you,8,8,exact,1,self_curse_duration_+%,1,explicit.stat_2920970371,yes,8,0,0
explicitMods,#% increased Duration of Shrine Effects on you,8,8,exact,1,shrine_effect_duration_+%,1,explicit.stat_1877661946,yes,8,0,0
explicitMods,#% increased Duration per Stage,8,8,none,0,,0,,,0,8,0
explicitMods,#% increased Effect of Buffs granted by your Golems,8,8,exact,1,golem_buff_effect_+%,2,explicit.stat_2109043683 implicit.stat_2109043683,yes,8,0,0
explicitMods,#% increased Energy Shield Recovery rate,8,8,exact,1,energy_shield_recovery_rate_+%,4,explicit.stat_988575597 fractured.stat_988575597 implicit.stat_988575597 scourge.stat_988575597,yes,8,0,0
explicitMods,#% increased Fire Damage while affected by Herald of Ash,8,8,exact,1,fire_damage_+%_while_affected_by_herald_of_ash,1,explicit.stat_2775776604,yes,8,0,0
explicitMods,#% increased Light Radius during Effect,8,8,exact,1,local_unique_flask_light_radius_+%_while_healing,1,explicit.stat_2745936267,yes,8,0,0
explicitMods,#% increased Movement Speed while Phasing,8,8,exact,1,movement_velocity_+%_while_phasing,2,explicit.stat_3684879618 implicit.stat_3684879618,yes,8,0,0
explicitMods,#% increased Physical Damage per Endurance Charge,8,8,exact,1,physical_damage_per_endurance_charge_+%,1,explicit.stat_2481358827,yes,8,0,0
explicitMods,#% increased Physical Damage with Ranged Weapons,8,8,exact,1,ranged_weapon_physical_damage_+%,2,explicit.stat_766615564 implicit.stat_766615564,yes,8,0,0
explicitMods,#% increased Poison Duration per Power Charge,8,8,exact,1,poison_duration_+%_per_power_charge,1,explicit.stat_3491499175,yes,8,0,0
explicitMods,#% increased Projectile Damage per Power Charge,8,8,exact,1,projectile_damage_+%_per_power_charge,1,explicit.stat_3816512110,yes,8,0,0
explicitMods,#% increased Projectile Frequency per Stage,8,8,none,0,,0,,,0,8,0
explicitMods,#% increased Projectile Speed per Frenzy Charge,8,8,exact,1,projectile_speed_+%_per_frenzy_charge,1,explicit.stat_3159161267,yes,8,0,0
explicitMods,#% increased Shock Duration on Enemies,8,8,exact,1,shock_duration_+%,4,crafted.stat_3668351662 explicit.stat_3668351662 fractured.stat_3668351662 implicit.stat_3668351662,yes,8,0,0
explicitMods,#% increased Spell Damage per #% Chance to Block Attack Damage,8,8,none,0,,0,,,8,0,0
explicitMods,#% more Area of Effect if Consuming a corpse,8,8,none,0,,0,,,0,8,0
explicitMods,#% more Damage with Bleeding,8,8,none,0,,0,,,0,8,0
explicitMods,#% more Projectile Frequency while Channelling,8,8,none,0,,0,,,0,8,0
explicitMods,#% of Attack Damage Leeched as Life on Critical Strike,8,8,exact,1,attack_critical_strike_damage_life_leech_permyriad,1,explicit.stat_2100196861,yes,8,0,0
explicitMods,#% of Chaos Damage Leeched as Life,8,8,exact,2,base_life_leech_from_chaos_damage_permyriad;horrible_ugly_life_leech_from_chaos_damage_perhundredthousand,5,explicit.stat_744082851 fractured.stat_744082851 implicit.stat_2238792070 implicit.stat_744082851 scourge.stat_744082851,yes,8,0,0
explicitMods,#% of Damage from Hits against target is taken from your Energy Shield before them,8,8,none,0,,0,,,0,8,0
explicitMods,#% of Damage you Reflect to Enemies when Hit is leeched as Life,8,8,exact,1,damage_reflected_to_enemies_%_gained_as_life,2,explicit.stat_743992531 implicit.stat_743992531,yes,8,0,0
explicitMods,#% reduced Experience gain,8,8,exact,1,experience_gain_+%,3,explicit.stat_3666934677 fractured.stat_3666934677 implicit.stat_3666934677,yes,8,0,0
explicitMods,#% reduced Ignite Duration on Enemies,8,8,exact,1,ignite_duration_+%,4,crafted.stat_1086147743 explicit.stat_1086147743 fractured.stat_1086147743 implicit.stat_1086147743,yes,8,0,0
explicitMods,#% reduced Maximum number of Summoned Raging Spirits,8,8,exact,1,%_number_of_raging_spirits_allowed,1,explicit.stat_1186934478,yes,8,0,0
explicitMods,#% reduced Trap Duration,8,8,exact,1,trap_duration_+%,2,explicit.stat_2001530951 fractured.stat_2001530951,yes,8,0,0
explicitMods,#% to Cold Resistance when Socketed with a Green Gem,8,8,exact,1,unique_cold_damage_resistance_%_when_green_gem_socketed,1,explicit.stat_1064331314,yes,8,0,0
explicitMods,#% to Elemental Resistances during Effect,8,8,exact,1,local_unique_flask_resist_all_elements_%_during_flask_effect,1,explicit.stat_3110554274,yes,8,0,0
explicitMods,#% to Fire Resistance when Socketed with a Red Gem,8,8,exact,1,unique_fire_damage_resistance_%_when_red_gem_socketed,1,explicit.stat_3051845758,yes,8,0,0
explicitMods,#% to Global Critical Strike Multiplier per Green Socket,8,8,exact,1,global_critical_strike_mulitplier_+_per_green_socket_on_item,1,explicit.stat_35810390,yes,8,0,0
explicitMods,#% to Lightning Resistance when Socketed with a Blue Gem,8,8,exact,1,unique_lightning_damage_resistance_%_when_blue_gem_socketed,1,explicit.stat_289814996,yes,8,0,0
explicitMods,#% to all maximum Resistances,8,8,exact,1,additional_maximum_all_resistances_%,3,explicit.stat_569299859 fractured.stat_569299859 implicit.stat_569299859,yes,8,0,0
explicitMods,#% to all maximum Resistances while you have no Endurance Charges,8,8,exact,1,additional_maximum_all_resistances_%_with_no_endurance_charges,2,explicit.stat_3635566977 implicit.stat_3635566977,yes,8,0,0
explicitMods,#% to maximum Fire Resistance while affected by Herald of Ash,8,8,exact,1,maximum_fire_damage_resistance_%_while_affected_by_herald_of_ash,1,explicit.stat_3716758077,yes,8,0,0
explicitMods,Adds # to # Chaos Damage in Off Hand,8,8,exact,1,unique_local_minimum_added_chaos_damage_when_in_off_hand|unique_local_maximum_added_chaos_damage_when_in_off_hand,1,explicit.stat_3758293500,yes,8,0,0
explicitMods,All Sockets are White,8,8,exact,1,local_all_sockets_are_white,1,explicit.stat_211836731,yes,8,0,0
explicitMods,Allies Move and Attack Faster,8,8,none,0,,0,,,8,0,0
explicitMods,Animated Lingering Blades deal # to # Added Attack Physical Damage,8,8,none,0,,0,,,0,8,0
explicitMods,Area contains no monsters,8,8,exact,1,display_map_no_monsters,1,explicit.stat_1626998468,yes,8,0,0
explicitMods,Attack Skills have # to maximum number of Summoned Totems,8,8,exact,1,attack_skills_additional_totems_allowed,1,explicit.stat_3266394681,yes,8,0,0
explicitMods,Attacks Chain an additional time when in Main Hand,8,8,exact,1,attacks_num_of_additional_chains_when_in_main_hand,1,explicit.stat_2466604008,yes,8,0,0
explicitMods,Attacks fire an additional Projectile when in Off Hand,8,8,exact,1,attacks_number_of_additional_projectiles_when_in_off_hand,1,explicit.stat_2105048696,yes,8,0,0
explicitMods,"Buff grants #% to all Elemental Resistances per # power, counting a maximum of # Power",8,8,none,0,,0,,,0,8,0
explicitMods,"Buff grants #% to all Maximum Elemental\nResistances per # Power, counting a maximum of # Power",8,8,none,0,,0,,,0,0,0
explicitMods,"Buff grants Added Attack Damage equal to #% of the Damage of your Main\nHand Weapon per # Power, counting a maximum of # Power",8,8,none,0,,0,,,0,0,0
explicitMods,Buff has #% more Effect on your Minions,8,8,none,0,,0,,,0,8,0
explicitMods,Buff makes you Unaffected by Temporal Chains,8,8,none,0,,0,,,0,8,0
explicitMods,Carved to glorify # new faithful converted by High Templar Dominus\nPassives in radius are Conquered by the Templars,8,8,exact,1,local_unique_jewel_alternate_tree_version|local_unique_jewel_alternate_tree_seed|local_unique_jewel_alternate_tree_keystone|local_unique_jewel_alternate_tree_internal_revision,28,explicit.pseudo_timeless_jewel_ahuana explicit.pseudo_timeless_jewel_akoya explicit.pseudo_timeless_jewel_amanamu explicit.pseudo_timeless_jewel_asenath explicit.pseudo_timeless_jewel_avarius explicit.pseudo_timeless_jewel_balbala explicit.pseudo_timeless_jewel_cadiro explicit.pseudo_timeless_jewel_caspiro,yes,0,0,0
explicitMods,Causes Bleeding,8,8,none,0,,0,,,0,8,0
explicitMods,Chests have #% increased Item Rarity,8,8,exact,1,map_chest_item_rarity_+%,1,explicit.stat_3457143479,yes,8,0,0
explicitMods,Commanded leadership over # warriors under Akoya\nPassives in radius are Conquered by the Karui,8,8,exact,1,local_unique_jewel_alternate_tree_version|local_unique_jewel_alternate_tree_seed|local_unique_jewel_alternate_tree_keystone|local_unique_jewel_alternate_tree_internal_revision,28,explicit.pseudo_timeless_jewel_ahuana explicit.pseudo_timeless_jewel_akoya explicit.pseudo_timeless_jewel_amanamu explicit.pseudo_timeless_jewel_asenath explicit.pseudo_timeless_jewel_avarius explicit.pseudo_timeless_jewel_balbala explicit.pseudo_timeless_jewel_cadiro explicit.pseudo_timeless_jewel_caspiro,yes,0,0,0
explicitMods,Counts as Dual Wielding,8,8,exact,1,local_unique_counts_as_dual_wielding,1,explicit.stat_2797075304,yes,8,0,0
explicitMods,Counts total Power of Enemies and Allies in Range,8,8,none,0,,0,,,0,8,0
explicitMods,Creates # fissures,8,8,none,0,,0,,,0,8,0
explicitMods,Curse Enemies with Socketed Hex Curse Gem on Hit,8,8,exact,1,local_display_curse_enemies_with_socketed_curse_on_hit_%_chance,2,explicit.stat_1352418057 fractured.stat_1352418057,yes,8,0,0
explicitMods,Cursed Enemies grant # Rage when Stunned,8,8,none,0,,0,,,0,8,0
explicitMods,Cursed enemies grant #% Life Leech when Hit by Attacks,8,8,none,0,,0,,,0,8,0
explicitMods,Cursed enemies grant #% Mana Leech when Hit by Attacks,8,8,none,0,,0,,,0,8,0
explicitMods,Cursed enemies have a #% chance to grant an Endurance Charge when slain,8,8,none,0,,0,,,0,8,0
explicitMods,Damage Penetrates #% of Enemy Elemental Resistances,8,8,exact,1,base_penetrate_elemental_resistances_%,2,explicit.stat_697807915 scourge.stat_697807915,yes,0,8,0
explicitMods,Damages Enemies # times,8,8,none,0,,0,,,0,8,0
explicitMods,Damaging Ailments deal damage #% faster,8,8,exact,1,damaging_ailments_deal_damage_+%_faster,2,explicit.stat_538241406 fractured.stat_538241406,yes,8,0,0
explicitMods,Enemies Cannot Leech Mana From you,8,8,exact,1,cannot_have_mana_leeched_from,1,explicit.stat_4293245253,yes,8,0,0
explicitMods,"Exerted Attacks deal #% more Damage per affected Ally, to a maximum of #%",8,8,none,0,,0,,,0,8,0
explicitMods,Exerted Strikes target # additional Enemies,8,8,none,0,,0,,,0,8,0
explicitMods,Exerts the next # Melee Strike Attacks you perform,8,8,none,0,,0,,,0,8,0
explicitMods,Fires projectiles every # seconds,8,8,none,0,,0,,,0,8,0
explicitMods,Gain # Endurance Charges on use,8,8,exact,1,local_flask_gain_endurance_charges_on_use,1,explicit.stat_3986030307,yes,8,0,0
explicitMods,Gain # Life per Ignited Enemy Killed,8,8,exact,1,life_gained_on_killing_ignited_enemies,1,explicit.stat_893903361,yes,8,0,0
explicitMods,Gain # Trauma the first time this Attack Hits an Enemy\nTake # Physical Damage per Trauma when you gain Trauma\nTrauma lasts # seconds,8,8,none,0,,0,,,0,0,0
explicitMods,Gain #% of Cold Damage as Extra Fire Damage against Frozen Enemies,8,8,exact,1,cold_damage_%_to_add_as_fire_vs_frozen_enemies,2,enchant.stat_1383929411 explicit.stat_1383929411,yes,8,0,0
explicitMods,Gain #% of Cold Damage as Extra Fire Damage per #% Chill Effect on Enemy,8,8,none,0,,0,,,8,0,0
explicitMods,Gain #% of Non-Chaos Damage as extra Chaos Damage,8,8,exact,1,non_chaos_damage_to_add_as_chaos_damage_%,3,crafted.stat_2063695047 explicit.stat_2063695047 fractured.stat_2063695047,yes,8,0,0
explicitMods,Gain #% of Physical Attack Damage as Extra Fire Damage,8,8,exact,1,attack_physical_damage_%_to_add_as_fire,1,explicit.stat_273476097,yes,8,0,0
explicitMods,Gain #% of Physical Damage as Extra Chaos Damage while at maximum Power Charges,8,8,exact,1,physical_damage_%_to_gain_as_chaos_while_at_maximum_power_charges,2,explicit.stat_3492297134 implicit.stat_3492297134,yes,8,0,0
explicitMods,Gain #% to Critical Strike Chance for # seconds after Spending a total of # Mana,8,8,none,0,,0,,,8,0,0
explicitMods,Gain a Frenzy Charge on Critical Strike,8,8,exact,2,add_frenzy_charge_on_critical_strike;gain_frenzy_charge_on_critical_strike_%,4,crafted.stat_3032585258 explicit.stat_3032585258 explicit.stat_398702949 fractured.stat_3032585258,yes,8,0,0
explicitMods,Gain a Frenzy Charge on every #th Rampage Kill,8,8,none,0,,0,,,8,0,0
explicitMods,Golems have # to Armour,8,8,exact,1,golem_physical_damage_reduction_rating,1,explicit.stat_1020786773,yes,8,0,0
explicitMods,Golems have #% increased Attack and Cast Speed,8,8,exact,1,golem_attack_and_cast_speed_+%,1,explicit.stat_56225773,yes,8,0,0
explicitMods,Grants Level # Aspect of the Spider Skill,8,8,exact,1,local_display_grants_skill_spider_aspect_level,3,explicit.stat_956546305 fractured.stat_956546305 implicit.stat_956546305,yes,8,0,0
explicitMods,Grants Level # Purity of Elements Skill,8,8,exact,1,local_display_grants_skill_purity_level,2,explicit.stat_105466375 implicit.stat_105466375,yes,8,0,0
explicitMods,Grants Level # Summon Stone Golem Skill,8,8,exact,1,local_display_grants_level_x_summon_stone_golem,1,explicit.stat_3056188914,yes,8,0,0
explicitMods,Has # Abyssal Sockets,8,8,exact,1,local_has_X_abyss_sockets,3,explicit.stat_3527617737 fractured.stat_3527617737 implicit.stat_3527617737,yes,8,0,0
explicitMods,Has no Attribute Requirements,8,8,exact,1,local_no_attribute_requirements,2,explicit.stat_2739148464 fractured.stat_2739148464,yes,8,0,0
explicitMods,Herald of Purity has #% increased Buff Effect,8,8,exact,1,herald_of_light_buff_effect_+%,2,explicit.stat_2126027382 implicit.stat_2126027382,yes,8,0,0
explicitMods,Hits against Cursed Enemies have #% chance to double Stun Duration,8,8,none,0,,0,,,0,8,0
explicitMods,Ignites you inflict deal Damage #% faster,8,8,exact,1,faster_burn_%,4,explicit.stat_2443492284 fractured.stat_2443492284 implicit.stat_2443492284 scourge.stat_2443492284,yes,8,0,0
explicitMods,Increases and Reductions to Cast Speed also apply to Projectile Frequency,8,8,none,0,,0,,,0,8,0
explicitMods,Iron Grip,8,8,exact,1,keystone_strong_bowman,5,enchant.stat_573347393 explicit.stat_573347393 fractured.stat_573347393 implicit.stat_573347393 scourge.stat_573347393,yes,8,0,0
explicitMods,Lightning Damage of Enemies Hitting you is Lucky,8,8,exact,1,enemies_extra_damage_rolls_with_lightning_damage,1,explicit.stat_4224965099,yes,8,0,0
explicitMods,Linked target Recovers # Life when they Block,8,8,none,0,,0,,,0,8,0
explicitMods,Linked target takes #% less Damage,8,8,none,0,,0,,,0,8,0
explicitMods,Linked target's Chance to Block Attack Damage is equal to yours\nLinked target's Maximum Chance to Block Attack Damage is equal to yours,8,8,none,0,,0,,,0,0,0
explicitMods,Lose all Power Charges on reaching Maximum Power Charges,8,8,exact,1,lose_all_power_charges_on_reaching_maximum_power_charges,1,explicit.stat_2135899247,yes,8,0,0
explicitMods,Manifested Dancing Dervishes die when Rampage ends,8,8,exact,1,local_display_manifest_dancing_dervish_destroy_on_end_rampage,1,explicit.stat_1414945937,yes,8,0,0
explicitMods,Manifested Dancing Dervishes disables both weapon slots,8,8,exact,1,local_display_manifest_dancing_dervish_disables_weapons,1,explicit.stat_398335579,yes,8,0,0
explicitMods,Maximum # Animated Weapons,8,8,none,0,,0,,,0,8,0
explicitMods,Maximum # Spikes,8,8,none,0,,0,,,0,8,0
explicitMods,Melee Hits Fortify for # seconds,8,8,none,0,,0,,,0,8,0
explicitMods,Melee Hits count as Rampage Kills\nRampage,8,8,exact,1,melee_hits_grant_rampage_stacks,1,explicit.stat_2889807051,yes,0,0,0
explicitMods,Minions convert #% of Physical Damage to Chaos Damage per White Socket,8,8,exact,1,minion_base_physical_damage_%_to_convert_to_chaos_per_white_socket_on_item,1,explicit.stat_199362230,yes,8,0,0
explicitMods,Minions convert #% of Physical Damage to Cold Damage per Green Socket,8,8,exact,1,minion_base_physical_damage_%_to_convert_to_cold_per_green_socket_on_item,1,explicit.stat_306443498,yes,8,0,0
explicitMods,Minions convert #% of Physical Damage to Fire Damage per Red Socket,8,8,exact,1,minion_base_physical_damage_%_to_convert_to_fire_per_red_socket_on_item,1,explicit.stat_2139569643,yes,8,0,0
explicitMods,Minions convert #% of Physical Damage to Lightning Damage per Blue Socket,8,8,exact,1,minion_base_physical_damage_%_to_convert_to_lightning_per_blue_socket_on_item,1,explicit.stat_3366426512,yes,8,0,0
explicitMods,Minions from Supported Skills deal #% more Elemental Damage,8,8,none,0,,0,,,0,8,0
explicitMods,Minions from Supported Skills have #% to all Elemental Resistances,8,8,none,0,,0,,,0,8,0
explicitMods,Minions from Supported Skills have #% to all maximum Elemental Resistances,8,8,none,0,,0,,,0,8,0
explicitMods,"Minions from Supported Skills inflict Exposure on Hit, applying #% to the Elemental Resistance matching highest Damage type taken by Enemy",8,8,none,0,,0,,,0,8,0
explicitMods,"Minions have #% chance to Freeze, Shock and Ignite",8,8,exact,1,minion_chance_to_freeze_shock_ignite_%,2,explicit.stat_1994549323 implicit.stat_1994549323,yes,8,0,0
explicitMods,Minions' Attacks deal # to # additional Physical Damage,8,8,none,0,,0,,,0,8,0
explicitMods,Modifiers to number of Projectiles do not apply to this Skill,8,8,none,0,,0,,,0,8,0
explicitMods,Monsters have #% Chance to Block Attack Damage,8,8,exact,1,map_monsters_base_block_%,2,explicit.stat_881836292 fractured.stat_881836292,yes,8,0,0
explicitMods,Nearby Allies' Damage with Hits is Lucky,8,8,exact,1,local_display_nearby_allies_extra_damage_rolls,1,explicit.stat_655871604,yes,8,0,0
explicitMods,Only affects Passives in Large Ring,8,8,exact,1,local_jewel_variable_ring_radius_value,5,explicit.stat_3642528642|1 explicit.stat_3642528642|2 explicit.stat_3642528642|3 explicit.stat_3642528642|4 explicit.stat_3642528642|5,yes,8,0,0
explicitMods,Pain Attunement,8,8,exact,1,keystone_pain_attunement,4,explicit.stat_98977150 fractured.stat_98977150 implicit.stat_98977150 scourge.stat_98977150,yes,8,0,0
explicitMods,Ragestorm deals #% more Damage per # Rage Sacrificed,8,8,none,0,,0,,,0,8,0
explicitMods,Ragestorm has # metres to radius per # Rage sacrificed,8,8,none,0,,0,,,0,8,0
explicitMods,Recover # Energy Shield when your Trap is triggered by an Enemy,8,8,exact,1,gain_x_es_on_trap_triggered_by_an_enemy,1,explicit.stat_1073384532,yes,8,0,0
explicitMods,Recover # Life when your Trap is triggered by an Enemy,8,8,exact,1,gain_x_life_on_trap_triggered_by_an_enemy,1,explicit.stat_3952196842,yes,8,0,0
explicitMods,Recover Full Life at the end of the Effect,8,8,exact,1,local_unique_flask_recover_%_maximum_life_when_effect_reaches_duration,1,explicit.stat_4078194486,yes,8,0,0
