# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,template,items,lines,kinds,flags,example
explicitMods,The Effect of Chill on you is reversed,6,6,object:6,,The Effect of Chill on you is reversed
explicitMods,Thorn Arrows deal #% less Damage,6,6,object:6,,Thorn Arrows deal 50% less Damage
explicitMods,Tornado has #% increased Movement Speed,6,6,object:6,,Tornado has 80% increased Movement Speed
explicitMods,Totems from Supported Skills gain the Avenging Flame\nSkill and Trigger it when Hit by an Enemy,6,6,object:6,,Totems from Supported Skills gain the Avenging Flame\nSkill and Trigger it when Hit by an Enemy
explicitMods,Trigger Level # Death Aura when Equipped,6,6,object:6,,Trigger Level 20 Death Aura when Equipped
explicitMods,Trigger Level # Feast of Flesh every # seconds,6,6,object:6,,Trigger Level 15 Feast of Flesh every 5 seconds
explicitMods,Trigger Level # Spirit Burst when you Use a Skill while you have a Spirit Charge,6,6,object:6,,Trigger Level 20 Spirit Burst when you Use a Skill while you have a Spirit Charge
explicitMods,Trigger Level # Summon Phantasm Skill when you Consume a corpse,6,6,object:6,,Trigger Level 25 Summon Phantasm Skill when you Consume a corpse
explicitMods,"Trigger a Socketed Spell when you Attack with this Weapon, with a # second Cooldown",6,6,object:6,,"Trigger a Socketed Spell when you Attack with this Weapon, with a 0.25 second Cooldown"
explicitMods,Trigger a Supported Spell every # seconds while Channelling Supported Skills,6,6,object:6,,Trigger a Supported Spell every 0.36 seconds while Channelling Supported Skills
explicitMods,Unaffected by Blind,6,6,object:6,,Unaffected by Blind
explicitMods,Unaffected by Temporal Chains,6,6,object:6,,Unaffected by Temporal Chains
explicitMods,Will be Consumed when you Die\nto prevent #% of Experience loss,6,6,object:6,,Will be Consumed when you Die\nto prevent 75% of Experience loss
explicitMods,"With at least # Intelligence in Radius, #% increased Freezing Pulse Damage if\nyou've Shattered an Enemy Recently",6,6,object:6,,"With at least 40 Intelligence in Radius, 25% increased Freezing Pulse Damage if\nyou've Shattered an"
explicitMods,"With at least # Intelligence in Radius, Freezing Pulse fires # additional Projectiles",6,6,object:6,,"With at least 40 Intelligence in Radius, Freezing Pulse fires 2 additional Projectiles"
explicitMods,"With at least # Intelligence in Radius, Spark fires # additional Projectiles",6,6,object:6,,"With at least 40 Intelligence in Radius, Spark fires 2 additional Projectiles"
explicitMods,"With at least # Intelligence in Radius, Spark fires Projectiles in a circle",6,6,object:6,,"With at least 40 Intelligence in Radius, Spark fires Projectiles in a circle"
explicitMods,You do not inherently take less Damage for having Fortification,6,6,object:6,,You do not inherently take less Damage for having Fortification
explicitMods,You gain Phasing for # seconds on using a Vaal Skill,6,6,object:6,,You gain Phasing for 10 seconds on using a Vaal Skill
explicitMods,You have Onslaught while not on Low Mana,6,6,object:6,,You have Onslaught while not on Low Mana
explicitMods,You have Phasing if you've Killed Recently,6,6,object:6,,You have Phasing if you've Killed Recently
explicitMods,You take # Chaos Damage per second for # seconds on Kill,6,6,object:6,,You take 450 Chaos Damage per second for 3 seconds on Kill
explicitMods,# Added Passive Skill is Burning Bright,5,5,object:5,,1 Added Passive Skill is Burning Bright
explicitMods,# Added Passive Skill is Circling Oblivion,5,5,object:5,,1 Added Passive Skill is Circling Oblivion
explicitMods,# Added Passive Skill is Fan the Flames,5,5,object:5,,1 Added Passive Skill is Fan the Flames
explicitMods,# Added Passive Skill is Flow of Life,5,5,object:5,,1 Added Passive Skill is Flow of Life
explicitMods,# Added Passive Skill is Openness,5,5,object:5,,1 Added Passive Skill is Openness
explicitMods,# Added Passive Skill is Repeater,5,5,object:5,,1 Added Passive Skill is Repeater
explicitMods,# Added Passive Skill is Sadist,5,5,object:5,,1 Added Passive Skill is Sadist
explicitMods,# Added Passive Skill is Smoking Remains,5,5,object:5,,1 Added Passive Skill is Smoking Remains
explicitMods,# Added Passive Skill is Volatile Presence,5,5,object:5,,1 Added Passive Skill is Volatile Presence
explicitMods,# Dexterity Requirement,5,5,object:5,,+160 Dexterity Requirement
explicitMods,# Intelligence Requirement,5,5,object:5,,+300 Intelligence Requirement
explicitMods,# Maximum Mana per Level,5,5,object:5,mutated=True:1,+2 Maximum Mana per Level
explicitMods,# Strength Requirement,5,5,object:5,,+100 Strength Requirement
explicitMods,# to # Added Cold Damage,5,5,object:5,,297 to 552 Added Cold Damage
explicitMods,# to # Added Cold Damage with Wand Attacks,5,5,object:5,,5 to 10 Added Cold Damage with Wand Attacks
explicitMods,# to # Added Lightning Damage,5,5,object:5,,57 to 1114 Added Lightning Damage
explicitMods,# to # Lightning Damage per Power Charge,5,5,object:5,,1 to 7 Lightning Damage per Power Charge
explicitMods,# to Accuracy Rating per # Dexterity on Unallocated Passives in Radius,5,5,object:5,,+125 to Accuracy Rating per 10 Dexterity on Unallocated Passives in Radius
explicitMods,# to Level of Supported Chaos Skill Gems,5,5,object:5,,+1 to Level of Supported Chaos Skill Gems
explicitMods,# to Level of all Lightning Skill Gems,5,5,object:5,,+1 to Level of all Lightning Skill Gems
explicitMods,# to Minimum Power Charges,5,5,object:5,crafted=True:1,+1 to Minimum Power Charges
explicitMods,# to [Accuracy|Accuracy] Rating,5,5,object:5,,+13 to [Accuracy|Accuracy] Rating
explicitMods,# to [Intelligence|Intelligence],5,5,object:5,,+8 to [Intelligence|Intelligence]
explicitMods,# to maximum number of Raised Zombies per # Strength,5,5,object:5,,+1 to maximum number of Raised Zombies per 500 Strength
explicitMods,#% Chance to Block Attack Damage for every # Fire Damage taken from Hits Recently,5,5,object:5,,-1% Chance to Block Attack Damage for every 200 Fire Damage taken from Hits Recently
explicitMods,#% Chance to Block Attack Damage while on Consecrated Ground,5,5,object:5,,+5% Chance to Block Attack Damage while on Consecrated Ground
explicitMods,#% chance to Trigger Level # Summon Volatile Anomaly on Kill,5,5,object:5,,20% chance to Trigger Level 20 Summon Volatile Anomaly on Kill
explicitMods,#% chance to create Chilled Ground when you Freeze an Enemy,5,5,object:5,,15% chance to create Chilled Ground when you Freeze an Enemy
explicitMods,#% chance to gain an Endurance Charge when you Block,5,5,object:5,,20% chance to gain an Endurance Charge when you Block
explicitMods,#% increased Attack Speed with Axes,5,5,object:5,,6% increased Attack Speed with Axes
explicitMods,#% increased Blind Effect,5,5,object:5,,11% increased Blind Effect
explicitMods,#% increased Cast Speed while wielding a Staff,5,5,object:5,fractured=True:1,3% increased Cast Speed while wielding a Staff
explicitMods,#% increased Critical Strike Chance with Two Handed Melee Weapons,5,5,object:5,,17% increased Critical Strike Chance with Two Handed Melee Weapons
explicitMods,#% increased Damage per # Dexterity,5,5,object:5,,1% increased Damage per 15 Dexterity
explicitMods,#% increased Damage per # of your lowest Attribute,5,5,object:5,,1% increased Damage per 5 of your lowest Attribute
explicitMods,#% increased Damage per Frenzy Charge with Hits against Enemies on Low Life,5,5,object:5,,6% increased Damage per Frenzy Charge with Hits against Enemies on Low Life
explicitMods,#% increased Damage while Shocked,5,5,object:5,,60% increased Damage while Shocked
explicitMods,#% increased Damage while on Consecrated Ground,5,5,object:5,,50% increased Damage while on Consecrated Ground
explicitMods,#% increased Damage with Axes,5,5,object:5,,16% increased Damage with Axes
explicitMods,#% increased Damage with Maces or Sceptres,5,5,object:5,,16% increased Damage with Maces or Sceptres
explicitMods,#% increased Duration of Elemental Ailments on Cursed enemies,5,5,object:5,,20% increased Duration of Elemental Ailments on Cursed enemies
explicitMods,#% increased Effect of Buffs on you,5,5,object:5,,10% increased Effect of Buffs on you
explicitMods,#% increased Effect of Chilled Ground,5,5,object:5,,40% increased Effect of Chilled Ground
explicitMods,#% increased Elemental Damage per Grand Spectrum,5,5,object:5,,15% increased Elemental Damage per Grand Spectrum
explicitMods,#% increased Lightning Damage per # Intelligence,5,5,object:5,,1% increased Lightning Damage per 10 Intelligence
explicitMods,#% increased Lightning Damage while affected by Herald of Thunder,5,5,object:5,,51% increased Lightning Damage while affected by Herald of Thunder
explicitMods,#% increased Melee Damage against Bleeding Enemies,5,5,object:5,,50% increased Melee Damage against Bleeding Enemies
explicitMods,#% increased Movement Speed while Shocked,5,5,object:5,,15% increased Movement Speed while Shocked
explicitMods,#% increased Movement Speed while area is not in Lockdown\nPlayers have #% increased Movement Speed while area is not in Lockdown,5,5,object:5,,7% increased Movement Speed while area is not in Lockdown\nPlayers have 7% increased Movement Speed
explicitMods,#% increased Quantity of Items dropped in Heists,5,5,object:5,,12% increased Quantity of Items dropped in Heists
explicitMods,#% increased Quantity of Items found during Effect,5,5,object:5,,12% increased Quantity of Items found during Effect
explicitMods,#% increased Rarity of Items Dropped by Enemies killed with a Critical Strike,5,5,object:5,,42% increased Rarity of Items Dropped by Enemies killed with a Critical Strike
explicitMods,#% increased Shock Duration on you,5,5,object:5,,100% increased Shock Duration on you
explicitMods,#% increased Spell Damage if your opposite Ring is an Elder Item,5,5,object:5,,77% increased Spell Damage if your opposite Ring is an Elder Item
explicitMods,#% increased Warcry Buff Effect,5,5,object:5,,25% increased Warcry Buff Effect
explicitMods,#% increased beam width,5,5,object:5,,20% increased beam width
explicitMods,#% less Critical Strike Chance,5,5,object:5,,40% less Critical Strike Chance
explicitMods,#% less Duration of Ignites you inflict,5,5,object:5,,50% less Duration of Ignites you inflict
explicitMods,#% more Area of Effect if Consuming a Minion,5,5,object:5,,300% more Area of Effect if Consuming a Minion
explicitMods,#% more Critical Strike Chance against Enemies that are on Full Life,5,5,object:5,,100% more Critical Strike Chance against Enemies that are on Full Life
explicitMods,#% more Damage for each type of Elemental Ailment on the Enemy,5,5,object:5,,13% more Damage for each type of Elemental Ailment on the Enemy
explicitMods,#% more Damage per Trauma,5,5,object:5,,7% more Damage per Trauma
explicitMods,#% more Damage with Hits and Ailments against Enemies that are on Full Life,5,5,object:5,,94% more Damage with Hits and Ailments against Enemies that are on Full Life
explicitMods,#% more Damage with Hits and Ailments if using your Life,5,5,object:5,,136% more Damage with Hits and Ailments if using your Life
explicitMods,#% more Damage with Hits and Ailments per Stage,5,5,object:5,,150% more Damage with Hits and Ailments per Stage
explicitMods,#% more Damage with Hits per #% Shock Effect on Enemy,5,5,object:5,,24% more Damage with Hits per 5% Shock Effect on Enemy
explicitMods,#% more Poison Duration,5,5,object:5,,30% more Poison Duration
explicitMods,#% of Cold Damage Converted to Fire Damage,5,5,object:5,,40% of Cold Damage Converted to Fire Damage
explicitMods,#% of Cold Damage taken as Fire Damage,5,5,object:5,,18% of Cold Damage taken as Fire Damage
explicitMods,#% of Damage taken from Stunning Hits is Recovered as Life,5,5,object:5,,60% of Damage taken from Stunning Hits is Recovered as Life
explicitMods,#% of Fire Damage Leeched as Life,5,5,object:5,,0.47% of Fire Damage Leeched as Life
explicitMods,#% of Lightning Damage Converted to Chaos Damage,5,5,object:5,,60% of Lightning Damage Converted to Chaos Damage
explicitMods,#% of Lightning Damage Converted to Cold Damage,5,5,object:5,,40% of Lightning Damage Converted to Cold Damage
explicitMods,#% of Lightning Damage Leeched as Life,5,5,object:5,,0.4% of Lightning Damage Leeched as Life
explicitMods,#% of Lightning Damage taken as Fire Damage,5,5,object:5,,12% of Lightning Damage taken as Fire Damage
explicitMods,#% of Physical Damage Converted to Cold Damage while Sphere has no Ailments\n#% of Physical Damage Converted to Lightning Damage while sphere is Shocked or Sapped\n#% of Physical Damage Converted to Cold Damage while Sphere is Frozen or Brittle,5,5,object:5,,100% of Physical Damage Converted to Cold Damage while Sphere has no Ailments\n100% of Physical Dama
explicitMods,#% of Physical Damage from Hits taken as Chaos Damage,5,5,object:5,mutated=True:2,9% of Physical Damage from Hits taken as Chaos Damage
explicitMods,#% reduced Attack and Cast Speed per Frenzy Charge,5,5,object:5,,3% reduced Attack and Cast Speed per Frenzy Charge
explicitMods,#% reduced Golem Size,5,5,object:5,,25% reduced Golem Size
explicitMods,#% reduced Mana Reservation Efficiency of Skills,5,5,object:5,,1% reduced Mana Reservation Efficiency of Skills
explicitMods,#% reduced Movement Speed per # Dexterity on Unallocated Passives in Radius,5,5,object:5,,2% reduced Movement Speed per 10 Dexterity on Unallocated Passives in Radius
explicitMods,#% to Critical Strike Multiplier,5,5,object:5,,+12% to Critical Strike Multiplier
explicitMods,#% to Critical Strike Multiplier with Lightning Skills,5,5,object:5,,+17% to Critical Strike Multiplier with Lightning Skills
explicitMods,#% to Critical Strike Multiplier with One Handed Melee Weapons,5,5,object:5,,+17% to Critical Strike Multiplier with One Handed Melee Weapons
explicitMods,#% to Quality,5,5,object:5,crafted=True:3,+18% to Quality
explicitMods,#% to [Resistances|Lightning Resistance],5,5,object:5,,+9% to [Resistances|Lightning Resistance]
explicitMods,<currencyitem>{#x Currency},5,5,object:4;string:1,,<currencyitem>{5x Currency}
explicitMods,<currencyitem>{#x Divine Orb},5,5,object:4;string:1,,<currencyitem>{2x Divine Orb}
